No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,Kategori_PM2.5
10271,2014,5,2,22,30.0,71.0,2.0,99.0,500.0,2.0,10.2,1012.2,5.0,0.0,SW,0.7,Aotizhongxin,2014-05-02,Rendah
10272,2014,5,2,23,26.0,76.0,2.0,94.0,700.0,2.0,9.8,1011.9,4.8,0.0,WSW,0.1,Aotizhongxin,2014-05-02,Rendah
10273,2014,5,3,0,50.0,159.0,5.0,100.0,900.0,2.0,11.5,1011.6,4.7,0.0,W,0.6,Aotizhongxin,2014-05-03,Sedang
10274,2014,5,3,1,43.0,137.0,2.0,99.0,800.0,2.0,9.7,1010.6,5.7,0.0,NNE,0.1,Aotizhongxin,2014-05-03,Sedang
10275,2014,5,3,2,62.0,113.0,5.0,88.0,800.0,2.0,8.5,1010.1,5.4,0.0,N,0.0,Aotizhongxin,2014-05-03,Sedang
10276,2014,5,3,3,42.0,96.0,3.0,73.0,400.0,2.0,7.9,1009.5,5.4,0.0,NNE,0.1,Aotizhongxin,2014-05-03,Sedang
10277,2014,5,3,4,36.0,95.0,5.0,70.0,400.0,2.0,8.3,1009.2,3.9,0.0,NE,0.7,Aotizhongxin,2014-05-03,Sedang
10279,2014,5,3,6,56.0,141.0,9.0,82.0,900.0,2.0,10.5,1008.4,5.7,0.0,NE,1.2,Aotizhongxin,2014-05-03,Sedang
10280,2014,5,3,7,55.0,115.0,11.0,80.0,700.0,2.0,12.8,1007.9,5.5,0.0,ENE,1.7,Aotizhongxin,2014-05-03,Sedang
10281,2014,5,3,8,59.0,100.0,11.0,74.0,600.0,2.0,15.8,1006.5,5.4,0.0,NNW,1.5,Aotizhongxin,2014-05-03,Sedang
10282,2014,5,3,9,76.0,91.0,11.0,77.0,600.0,5.0,19.2,1005.2,3.8,0.0,S,1.3,Aotizhongxin,2014-05-03,Tinggi
10283,2014,5,3,10,91.0,125.0,15.0,78.0,700.0,21.0,22.4,1003.6,4.4,0.0,S,3.5,Aotizhongxin,2014-05-03,Tinggi
10286,2014,5,3,13,98.0,228.0,17.0,23.0,400.0,108.0,20.9,1002.8,1.7,0.0,N,1.7,Aotizhongxin,2014-05-03,Tinggi
10287,2014,5,3,14,65.0,188.0,9.0,24.0,400.0,105.0,21.7,1002.6,-1.0,0.0,N,3.2,Aotizhongxin,2014-05-03,Sedang
10294,2014,5,3,21,42.0,178.0,2.0,9.0,300.0,77.0,13.4,1011.8,-6.8,0.0,N,3.8,Aotizhongxin,2014-05-03,Sedang
10296,2014,5,3,23,44.0,103.0,2.0,8.0,300.0,79.0,11.7,1012.6,-4.1,0.0,N,2.5,Aotizhongxin,2014-05-03,Sedang
10297,2014,5,4,0,51.0,76.0,2.0,9.0,300.0,75.0,11.0,1012.6,-4.3,0.0,NNW,2.7,Aotizhongxin,2014-05-04,Sedang
10298,2014,5,4,1,39.0,58.0,2.0,12.0,300.0,70.0,10.3,1012.7,-5.7,0.0,NW,2.6,Aotizhongxin,2014-05-04,Sedang
10299,2014,5,4,2,35.0,35.0,2.0,14.0,300.0,70.0,9.5,1012.6,-5.2,0.0,N,1.3,Aotizhongxin,2014-05-04,Sedang
10300,2014,5,4,3,32.0,33.0,2.0,19.0,300.0,63.0,9.6,1012.2,-6.7,0.0,NW,2.4,Aotizhongxin,2014-05-04,Rendah
10301,2014,5,4,4,34.0,36.0,2.0,17.0,300.0,65.0,9.9,1012.1,-7.3,0.0,NNW,3.3,Aotizhongxin,2014-05-04,Rendah
10302,2014,5,4,5,39.0,40.0,3.0,14.0,300.0,67.0,10.3,1012.5,-7.9,0.0,NW,2.6,Aotizhongxin,2014-05-04,Sedang
10303,2014,5,4,6,47.0,47.0,5.0,13.0,300.0,68.0,11.2,1012.3,-8.1,0.0,N,3.7,Aotizhongxin,2014-05-04,Sedang
10304,2014,5,4,7,50.0,50.0,3.0,15.0,400.0,67.0,12.6,1011.9,-9.2,0.0,N,4.2,Aotizhongxin,2014-05-04,Sedang
10306,2014,5,4,9,42.0,42.0,5.0,14.0,300.0,72.0,15.5,1012.1,-11.9,0.0,N,4.3,Aotizhongxin,2014-05-04,Sedang
10312,2014,5,4,15,33.0,35.0,2.0,7.0,400.0,86.0,17.2,1011.5,-11.5,0.0,N,3.3,Aotizhongxin,2014-05-04,Rendah
10313,2014,5,4,16,28.0,40.0,2.0,7.0,400.0,85.0,17.2,1011.9,-10.6,0.0,NNW,4.5,Aotizhongxin,2014-05-04,Rendah
10314,2014,5,4,17,30.0,36.0,2.0,8.0,300.0,82.0,16.5,1011.9,-9.5,0.0,N,3.1,Aotizhongxin,2014-05-04,Rendah
10315,2014,5,4,18,35.0,37.0,2.0,11.0,300.0,80.0,15.1,1012.2,-7.7,0.0,N,1.1,Aotizhongxin,2014-05-04,Sedang
10316,2014,5,4,19,27.0,32.0,2.0,14.0,400.0,75.0,10.9,1012.8,-2.9,0.0,NW,0.0,Aotizhongxin,2014-05-04,Rendah
10317,2014,5,4,20,26.0,39.0,2.0,24.0,500.0,62.0,8.2,1013.0,-0.8,0.0,WSW,0.4,Aotizhongxin,2014-05-04,Rendah
10318,2014,5,4,21,32.0,42.0,2.0,35.0,400.0,43.0,7.3,1013.3,0.5,0.0,NW,0.8,Aotizhongxin,2014-05-04,Rendah
10319,2014,5,4,22,32.0,85.0,2.0,74.0,500.0,2.0,7.0,1013.3,0.4,0.0,S,0.0,Aotizhongxin,2014-05-04,Rendah
10320,2014,5,4,23,39.0,103.0,4.0,78.0,700.0,2.0,6.3,1012.9,1.8,0.0,W,0.7,Aotizhongxin,2014-05-04,Sedang
10321,2014,5,5,0,98.0,102.0,8.0,79.0,800.0,2.0,5.8,1012.7,0.3,0.0,NE,1.0,Aotizhongxin,2014-05-05,Tinggi
10322,2014,5,5,1,59.0,70.0,7.0,79.0,900.0,2.0,6.4,1012.5,0.9,0.0,E,0.8,Aotizhongxin,2014-05-05,Sedang
10323,2014,5,5,2,66.0,79.0,8.0,83.0,800.0,2.0,6.7,1012.5,-1.5,0.0,ENE,0.9,Aotizhongxin,2014-05-05,Sedang
10324,2014,5,5,3,68.0,92.0,8.0,79.0,700.0,2.0,6.2,1012.7,-0.3,0.0,NE,1.4,Aotizhongxin,2014-05-05,Sedang
10325,2014,5,5,4,58.0,81.0,8.0,74.0,600.0,2.0,5.8,1013.2,-2.8,0.0,ENE,0.8,Aotizhongxin,2014-05-05,Sedang
10326,2014,5,5,5,38.0,68.0,6.0,74.0,500.0,2.0,5.4,1014.0,-1.1,0.0,ESE,0.6,Aotizhongxin,2014-05-05,Sedang
10327,2014,5,5,6,31.0,70.0,4.0,70.0,400.0,2.0,8.7,1014.5,-3.8,0.0,NE,1.2,Aotizhongxin,2014-05-05,Rendah
10328,2014,5,5,7,34.0,40.0,2.0,60.0,400.0,13.0,12.1,1014.7,-5.0,0.0,SSW,1.4,Aotizhongxin,2014-05-05,Rendah
10329,2014,5,5,8,33.0,91.0,2.0,36.0,400.0,46.0,14.9,1014.8,-8.6,0.0,NNE,3.2,Aotizhongxin,2014-05-05,Rendah
10330,2014,5,5,9,39.0,52.0,2.0,13.0,300.0,76.0,16.5,1014.6,-10.3,0.0,N,2.2,Aotizhongxin,2014-05-05,Sedang
10331,2014,5,5,10,39.0,39.0,2.0,11.0,400.0,81.0,17.9,1013.9,-10.0,0.0,NE,3.1,Aotizhongxin,2014-05-05,Sedang
10332,2014,5,5,11,43.0,43.0,2.0,10.0,400.0,87.0,19.0,1012.4,-9.1,0.0,N,2.9,Aotizhongxin,2014-05-05,Sedang
10333,2014,5,5,12,27.0,27.0,2.0,10.0,400.0,93.0,19.5,1011.3,-7.9,0.0,NNE,2.0,Aotizhongxin,2014-05-05,Rendah
10334,2014,5,5,13,16.0,23.0,3.0,8.0,300.0,97.0,20.8,1010.4,-6.8,0.0,NNE,2.4,Aotizhongxin,2014-05-05,Rendah
10335,2014,5,5,14,21.0,23.0,4.0,9.0,400.0,99.0,19.3,1009.4,-7.2,0.0,SW,3.5,Aotizhongxin,2014-05-05,Rendah
10336,2014,5,5,15,19.0,21.0,3.0,14.0,400.0,94.0,20.3,1008.8,-3.4,0.0,S,2.9,Aotizhongxin,2014-05-05,Rendah
10337,2014,5,5,16,23.0,44.0,3.0,30.0,400.0,83.0,20.6,1008.2,-5.3,0.0,SSW,3.7,Aotizhongxin,2014-05-05,Rendah
10338,2014,5,5,17,35.0,48.0,4.0,33.0,400.0,88.0,19.5,1008.3,-4.1,0.0,SSW,4.5,Aotizhongxin,2014-05-05,Sedang
10339,2014,5,5,18,33.0,74.0,3.0,28.0,300.0,105.0,18.2,1008.5,-3.9,0.0,SW,2.8,Aotizhongxin,2014-05-05,Rendah
10340,2014,5,5,19,34.0,74.0,3.0,23.0,300.0,104.0,17.5,1008.9,-3.9,0.0,SW,2.9,Aotizhongxin,2014-05-05,Rendah
10341,2014,5,5,20,29.0,57.0,3.0,33.0,400.0,88.0,16.5,1009.4,-1.6,0.0,SSW,1.8,Aotizhongxin,2014-05-05,Rendah
10342,2014,5,5,21,38.0,73.0,5.0,46.0,400.0,69.0,13.8,1009.4,-0.7,0.0,S,0.8,Aotizhongxin,2014-05-05,Sedang
10343,2014,5,5,22,41.0,81.0,5.0,79.0,600.0,31.0,14.7,1008.9,-3.2,0.0,S,1.8,Aotizhongxin,2014-05-05,Sedang
10344,2014,5,5,23,49.0,76.0,9.0,81.0,600.0,27.0,13.8,1008.8,0.1,0.0,SW,1.2,Aotizhongxin,2014-05-05,Sedang
10345,2014,5,6,0,54.0,76.0,12.0,57.0,600.0,43.0,10.2,1008.3,1.6,0.0,NW,0.4,Aotizhongxin,2014-05-06,Sedang
10346,2014,5,6,1,57.0,73.0,15.0,56.0,700.0,38.0,8.9,1007.4,4.5,0.0,ENE,0.8,Aotizhongxin,2014-05-06,Sedang
10347,2014,5,6,2,55.0,65.0,18.0,43.0,600.0,45.0,9.4,1007.0,2.7,0.0,NE,1.2,Aotizhongxin,2014-05-06,Sedang
10348,2014,5,6,3,54.0,83.0,15.0,61.0,700.0,23.0,9.1,1006.7,3.3,0.0,NE,1.3,Aotizhongxin,2014-05-06,Sedang
10349,2014,5,6,4,64.0,105.0,15.0,84.0,900.0,2.0,9.3,1006.3,1.7,0.0,NE,1.1,Aotizhongxin,2014-05-06,Sedang
10351,2014,5,6,6,79.0,98.0,17.0,90.0,1200.0,2.0,10.9,1005.8,0.9,0.0,NNE,1.9,Aotizhongxin,2014-05-06,Tinggi
10352,2014,5,6,7,130.0,130.0,19.0,87.0,1100.0,2.0,13.1,1005.5,0.5,0.0,N,1.5,Aotizhongxin,2014-05-06,Sangat Tinggi
10353,2014,5,6,8,118.0,118.0,17.0,70.0,900.0,13.0,15.2,1005.3,0.2,0.0,NNE,1.6,Aotizhongxin,2014-05-06,Sangat Tinggi
10356,2014,5,6,11,71.0,91.0,38.0,60.0,800.0,58.0,19.6,1002.8,2.9,0.0,NE,2.1,Aotizhongxin,2014-05-06,Sedang
10357,2014,5,6,12,84.0,133.0,43.0,57.0,800.0,78.0,20.7,1002.0,3.8,0.0,N,1.4,Aotizhongxin,2014-05-06,Tinggi
10358,2014,5,6,13,106.0,127.0,43.0,53.0,800.0,91.0,20.8,1000.7,3.9,0.0,SSE,0.7,Aotizhongxin,2014-05-06,Tinggi
10359,2014,5,6,14,179.0,179.0,45.0,46.0,900.0,116.0,21.8,999.6,4.4,0.0,ESE,1.2,Aotizhongxin,2014-05-06,Sangat Tinggi
10360,2014,5,6,15,146.0,146.0,42.0,48.0,900.0,118.0,20.8,998.8,7.1,0.0,SSE,1.6,Aotizhongxin,2014-05-06,Sangat Tinggi
10361,2014,5,6,16,106.0,117.0,38.0,51.0,900.0,115.0,20.4,998.0,5.2,0.0,E,1.2,Aotizhongxin,2014-05-06,Tinggi
10363,2014,5,6,18,69.0,160.0,38.0,56.0,1000.0,118.0,18.8,997.8,7.2,0.0,ENE,1.2,Aotizhongxin,2014-05-06,Sedang
10364,2014,5,6,19,96.0,188.0,37.0,61.0,1100.0,107.0,18.3,998.9,8.0,0.0,S,0.8,Aotizhongxin,2014-05-06,Tinggi
10365,2014,5,6,20,108.0,208.0,39.0,68.0,1300.0,88.0,17.9,997.9,7.0,0.0,ENE,0.9,Aotizhongxin,2014-05-06,Tinggi
10366,2014,5,6,21,113.0,210.0,40.0,81.0,1300.0,68.0,17.4,998.9,7.2,0.0,N,1.6,Aotizhongxin,2014-05-06,Tinggi
10368,2014,5,6,23,118.0,250.0,41.0,108.0,1500.0,21.0,13.5,997.7,12.1,0.0,NE,0.6,Aotizhongxin,2014-05-06,Sangat Tinggi
10369,2014,5,7,0,121.0,227.0,33.0,103.0,1900.0,12.0,12.9,998.1,12.0,0.0,SE,1.1,Aotizhongxin,2014-05-07,Sangat Tinggi
10375,2014,5,7,6,128.0,189.0,24.0,103.0,1800.0,2.0,12.9,999.7,9.0,0.0,NNE,0.7,Aotizhongxin,2014-05-07,Sangat Tinggi
10376,2014,5,7,7,122.0,199.0,28.0,102.0,1400.0,2.0,16.7,1000.4,4.4,0.0,NNE,2.8,Aotizhongxin,2014-05-07,Sangat Tinggi
10377,2014,5,7,8,135.0,226.0,30.0,82.0,1200.0,23.0,19.9,1000.7,0.3,0.0,N,4.0,Aotizhongxin,2014-05-07,Sangat Tinggi
10378,2014,5,7,9,56.0,166.0,13.0,31.0,600.0,71.0,20.6,1001.3,0.9,0.0,N,2.5,Aotizhongxin,2014-05-07,Sedang
10379,2014,5,7,10,21.0,241.0,2.0,11.0,400.0,95.0,21.7,1001.5,-0.4,0.0,N,3.9,Aotizhongxin,2014-05-07,Rendah
10380,2014,5,7,11,23.0,62.0,2.0,19.0,400.0,90.0,22.8,1001.6,-0.7,0.0,N,4.3,Aotizhongxin,2014-05-07,Rendah
10381,2014,5,7,12,27.0,103.0,7.0,20.0,400.0,94.0,24.0,1001.3,-0.4,0.0,N,3.1,Aotizhongxin,2014-05-07,Rendah
10382,2014,5,7,13,26.0,89.0,7.0,16.0,400.0,105.0,25.1,1000.8,-3.4,0.0,N,4.2,Aotizhongxin,2014-05-07,Rendah
10383,2014,5,7,14,25.0,86.0,7.0,16.0,400.0,108.0,24.9,1000.2,-3.5,0.0,NNW,3.3,Aotizhongxin,2014-05-07,Rendah
10384,2014,5,7,15,19.0,67.0,6.0,16.0,400.0,108.0,25.1,1000.4,-4.3,0.0,NNW,3.9,Aotizhongxin,2014-05-07,Rendah
10385,2014,5,7,16,18.0,47.0,4.0,17.0,500.0,104.0,26.0,1000.5,-4.6,0.0,N,1.9,Aotizhongxin,2014-05-07,Rendah
10386,2014,5,7,17,14.0,44.0,3.0,18.0,400.0,96.0,24.8,1001.8,-4.5,0.0,NNE,1.5,Aotizhongxin,2014-05-07,Rendah
10387,2014,5,7,18,99.0,99.0,2.0,17.0,300.0,92.0,22.7,1002.7,-3.6,0.0,NE,1.7,Aotizhongxin,2014-05-07,Tinggi
10388,2014,5,7,19,46.0,46.0,2.0,25.0,300.0,83.0,19.2,1004.1,-0.8,0.0,NW,0.4,Aotizhongxin,2014-05-07,Sedang
10389,2014,5,7,20,37.0,54.0,2.0,57.0,400.0,43.0,17.0,1005.7,-0.3,0.0,ENE,0.9,Aotizhongxin,2014-05-07,Sedang
10390,2014,5,7,21,51.0,75.0,3.0,66.0,500.0,32.0,19.0,1006.3,-2.1,0.0,E,1.8,Aotizhongxin,2014-05-07,Sedang
10391,2014,5,7,22,46.0,57.0,2.0,41.0,400.0,58.0,17.9,1007.5,-2.4,0.0,E,1.3,Aotizhongxin,2014-05-07,Sedang
10392,2014,5,7,23,33.0,80.0,3.0,47.0,400.0,49.0,15.5,1007.9,3.9,0.0,NNE,0.6,Aotizhongxin,2014-05-07,Rendah
10393,2014,5,8,0,63.0,225.0,15.0,78.0,1000.0,22.0,13.9,1008.4,8.9,0.0,S,1.0,Aotizhongxin,2014-05-08,Sedang
10394,2014,5,8,1,87.0,158.0,12.0,88.0,1000.0,24.0,13.1,1008.7,9.7,0.0,SW,1.7,Aotizhongxin,2014-05-08,Tinggi
10395,2014,5,8,2,108.0,156.0,14.0,73.0,900.0,31.0,11.4,1008.9,9.3,0.0,WSW,0.1,Aotizhongxin,2014-05-08,Tinggi
10396,2014,5,8,3,122.0,157.0,12.0,84.0,1100.0,10.0,10.6,1009.6,9.4,0.0,WSW,0.5,Aotizhongxin,2014-05-08,Sangat Tinggi
10397,2014,5,8,4,132.0,178.0,12.0,85.0,1200.0,2.0,10.3,1009.3,9.2,0.0,NE,0.0,Aotizhongxin,2014-05-08,Sangat Tinggi
10398,2014,5,8,5,134.0,195.0,12.0,94.0,1300.0,2.0,10.3,1010.1,9.5,0.0,N,0.7,Aotizhongxin,2014-05-08,Sangat Tinggi
10399,2014,5,8,6,135.0,181.0,12.0,83.0,1400.0,2.0,11.2,1010.4,7.5,0.0,ENE,0.8,Aotizhongxin,2014-05-08,Sangat Tinggi
10400,2014,5,8,7,130.0,165.0,15.0,93.0,1500.0,2.0,14.8,1010.5,8.7,0.0,ENE,1.1,Aotizhongxin,2014-05-08,Sangat Tinggi
10401,2014,5,8,8,138.0,193.0,20.0,99.0,1400.0,4.0,17.6,1010.7,9.2,0.0,NNE,1.1,Aotizhongxin,2014-05-08,Sangat Tinggi
10402,2014,5,8,9,146.0,204.0,25.0,97.0,1500.0,21.0,19.5,1010.6,7.2,0.0,WSW,2.3,Aotizhongxin,2014-05-08,Sangat Tinggi
10403,2014,5,8,10,116.0,116.0,24.0,63.0,1100.0,77.0,19.9,1010.1,7.9,0.0,WSW,2.3,Aotizhongxin,2014-05-08,Sangat Tinggi
10404,2014,5,8,11,64.0,82.0,21.0,30.0,800.0,118.0,21.4,1008.8,9.0,0.0,SSW,2.1,Aotizhongxin,2014-05-08,Sedang
10405,2014,5,8,12,60.0,105.0,17.0,27.0,700.0,130.0,22.0,1008.0,7.4,0.0,SSW,2.4,Aotizhongxin,2014-05-08,Sedang
10406,2014,5,8,13,62.0,87.0,17.0,24.0,700.0,140.0,21.9,1006.9,7.3,0.0,SSW,3.8,Aotizhongxin,2014-05-08,Sedang
10407,2014,5,8,14,87.0,112.0,16.0,30.0,700.0,143.0,21.7,1006.7,7.1,0.0,SW,3.2,Aotizhongxin,2014-05-08,Tinggi
10408,2014,5,8,15,99.0,110.0,15.0,27.0,700.0,153.0,21.6,1006.0,7.0,0.0,SSW,3.1,Aotizhongxin,2014-05-08,Tinggi
10409,2014,5,8,16,78.0,146.0,16.0,29.0,700.0,162.0,22.2,1005.5,6.8,0.0,SW,1.5,Aotizhongxin,2014-05-08,Tinggi
10410,2014,5,8,17,67.0,116.0,17.0,31.0,600.0,164.0,21.7,1005.5,6.4,0.0,S,1.8,Aotizhongxin,2014-05-08,Sedang
10411,2014,5,8,18,65.0,126.0,18.0,36.0,700.0,162.0,21.3,1005.7,5.6,0.0,SSW,1.8,Aotizhongxin,2014-05-08,Sedang
10412,2014,5,8,19,64.0,129.0,18.0,42.0,800.0,139.0,19.9,1006.4,5.9,0.0,SSE,1.9,Aotizhongxin,2014-05-08,Sedang
10413,2014,5,8,20,68.0,129.0,23.0,60.0,1100.0,106.0,19.2,1007.3,5.6,0.0,SSE,1.7,Aotizhongxin,2014-05-08,Sedang
10414,2014,5,8,21,62.0,125.0,23.0,62.0,1200.0,87.0,18.6,1007.8,4.0,0.0,SSE,1.5,Aotizhongxin,2014-05-08,Sedang
10415,2014,5,8,22,52.0,106.0,23.0,56.0,800.0,84.0,18.3,1008.8,6.5,0.0,SW,0.5,Aotizhongxin,2014-05-08,Sedang
10416,2014,5,8,23,63.0,130.0,40.0,67.0,900.0,70.0,17.6,1008.9,7.0,0.0,SSE,1.8,Aotizhongxin,2014-05-08,Sedang
10417,2014,5,9,0,72.0,124.0,38.0,66.0,900.0,67.0,17.5,1008.9,7.2,0.0,SSE,1.4,Aotizhongxin,2014-05-09,Sedang
10418,2014,5,9,1,70.0,107.0,31.0,55.0,900.0,79.0,16.6,1009.1,8.8,0.0,NE,1.1,Aotizhongxin,2014-05-09,Sedang
10419,2014,5,9,2,62.0,95.0,22.0,44.0,800.0,78.0,16.3,1009.1,7.5,0.0,NNE,0.9,Aotizhongxin,2014-05-09,Sedang
10420,2014,5,9,3,62.0,107.0,22.0,51.0,600.0,55.0,16.2,1008.8,7.9,0.0,E,1.0,Aotizhongxin,2014-05-09,Sedang
10421,2014,5,9,4,63.0,91.0,18.0,44.0,500.0,64.0,16.1,1008.8,6.2,0.0,E,0.9,Aotizhongxin,2014-05-09,Sedang
10428,2014,5,9,11,80.0,137.0,44.0,63.0,1800.0,52.0,16.8,1010.3,9.0,0.0,NE,1.2,Aotizhongxin,2014-05-09,Tinggi
10429,2014,5,9,12,77.0,121.0,37.0,59.0,1500.0,58.0,17.5,1009.7,9.4,0.0,ENE,1.4,Aotizhongxin,2014-05-09,Tinggi
10430,2014,5,9,13,66.0,100.0,36.0,49.0,1200.0,72.0,18.6,1009.1,8.8,0.0,ESE,1.7,Aotizhongxin,2014-05-09,Sedang
10431,2014,5,9,14,69.0,109.0,35.0,50.0,1400.0,76.0,18.8,1008.6,8.7,0.0,E,1.7,Aotizhongxin,2014-05-09,Sedang
10432,2014,5,9,15,75.0,115.0,37.0,59.0,1500.0,69.0,18.6,1008.0,8.3,0.0,NE,1.0,Aotizhongxin,2014-05-09,Tinggi
10433,2014,5,9,16,72.0,127.0,35.0,66.0,1400.0,67.0,18.9,1007.4,8.2,0.0,NE,0.9,Aotizhongxin,2014-05-09,Sedang
10434,2014,5,9,17,59.0,106.0,27.0,59.0,900.0,91.0,19.6,1007.1,4.5,0.0,NNE,0.9,Aotizhongxin,2014-05-09,Sedang
10435,2014,5,9,18,35.0,80.0,17.0,36.0,500.0,127.0,19.1,1007.9,4.4,0.0,E,0.9,Aotizhongxin,2014-05-09,Sedang
10436,2014,5,9,19,34.0,111.0,12.0,42.0,400.0,112.0,18.6,1009.1,4.7,0.0,E,2.6,Aotizhongxin,2014-05-09,Rendah
10437,2014,5,9,20,37.0,139.0,14.0,43.0,600.0,103.0,17.7,1009.7,5.6,0.0,E,1.4,Aotizhongxin,2014-05-09,Sedang
10438,2014,5,9,21,45.0,147.0,23.0,45.0,1000.0,95.0,16.8,1009.9,5.7,0.0,S,1.1,Aotizhongxin,2014-05-09,Sedang
10439,2014,5,9,22,52.0,117.0,25.0,42.0,1000.0,97.0,16.2,1010.4,5.8,0.0,SE,0.8,Aotizhongxin,2014-05-09,Sedang
10440,2014,5,9,23,56.0,108.0,24.0,43.0,1000.0,92.0,15.7,1010.5,6.4,0.0,ESE,1.6,Aotizhongxin,2014-05-09,Sedang
10441,2014,5,10,0,53.0,94.0,24.0,47.0,1100.0,80.0,15.9,1010.5,7.1,0.0,NE,0.7,Aotizhongxin,2014-05-10,Sedang
10442,2014,5,10,1,48.0,84.0,23.0,47.0,1100.0,73.0,15.1,1010.1,6.4,0.0,E,1.7,Aotizhongxin,2014-05-10,Sedang
10443,2014,5,10,2,44.0,72.0,27.0,42.0,1100.0,73.0,15.0,1009.9,6.3,0.0,E,0.0,Aotizhongxin,2014-05-10,Sedang
10444,2014,5,10,3,40.0,77.0,27.0,47.0,1000.0,62.0,14.3,1010.0,7.6,0.0,ENE,0.8,Aotizhongxin,2014-05-10,Sedang
10445,2014,5,10,4,40.0,82.0,25.0,53.0,1000.0,54.0,13.6,1010.3,7.4,0.0,ENE,0.5,Aotizhongxin,2014-05-10,Sedang
10446,2014,5,10,5,47.0,87.0,28.0,47.0,1000.0,56.0,13.9,1010.7,7.0,0.0,NE,1.0,Aotizhongxin,2014-05-10,Sedang
10447,2014,5,10,6,45.0,84.0,28.0,52.0,1000.0,49.0,14.9,1011.0,6.5,0.0,ENE,1.2,Aotizhongxin,2014-05-10,Sedang
10448,2014,5,10,7,45.0,84.0,31.0,69.0,1100.0,38.0,15.7,1011.2,6.9,0.0,E,1.4,Aotizhongxin,2014-05-10,Sedang
10449,2014,5,10,8,49.0,101.0,35.0,65.0,1100.0,44.0,16.1,1011.2,7.3,0.0,NE,2.8,Aotizhongxin,2014-05-10,Sedang
10450,2014,5,10,9,51.0,95.0,36.0,48.0,1200.0,61.0,17.1,1011.2,7.7,0.0,ENE,1.7,Aotizhongxin,2014-05-10,Sedang
10451,2014,5,10,10,62.0,92.0,36.0,48.0,1200.0,67.0,17.2,1011.6,7.5,0.0,ENE,1.6,Aotizhongxin,2014-05-10,Sedang
10452,2014,5,10,11,72.0,99.0,39.0,45.0,1100.0,74.0,17.5,1011.1,7.8,0.0,NE,1.7,Aotizhongxin,2014-05-10,Sedang
10453,2014,5,10,12,55.0,96.0,39.0,47.0,1200.0,75.0,17.8,1011.1,8.1,0.0,ENE,1.5,Aotizhongxin,2014-05-10,Sedang
10454,2014,5,10,13,60.0,96.0,43.0,55.0,1300.0,70.0,18.8,1010.2,7.9,0.0,NE,2.1,Aotizhongxin,2014-05-10,Sedang
10455,2014,5,10,14,64.0,105.0,42.0,57.0,1300.0,77.0,19.3,1009.7,8.0,0.0,NE,2.0,Aotizhongxin,2014-05-10,Sedang
10456,2014,5,10,15,68.0,100.0,36.0,48.0,1200.0,99.0,19.2,1009.3,7.3,0.0,NNE,2.2,Aotizhongxin,2014-05-10,Sedang
10457,2014,5,10,16,73.0,101.0,33.0,50.0,1100.0,101.0,19.0,1009.1,7.7,0.0,NNE,1.7,Aotizhongxin,2014-05-10,Sedang
10458,2014,5,10,17,66.0,107.0,30.0,56.0,1100.0,99.0,18.6,1008.6,8.3,0.0,NE,1.5,Aotizhongxin,2014-05-10,Sedang
10459,2014,5,10,18,70.0,121.0,28.0,62.0,1200.0,92.0,18.0,1009.0,8.0,0.0,NE,1.2,Aotizhongxin,2014-05-10,Sedang
10460,2014,5,10,19,65.0,116.0,27.0,66.0,1200.0,75.0,16.7,1009.1,8.9,0.0,N,1.1,Aotizhongxin,2014-05-10,Sedang
10461,2014,5,10,20,71.0,122.0,24.0,88.0,1500.0,45.0,16.4,1010.1,9.1,0.0,ESE,0.0,Aotizhongxin,2014-05-10,Sedang
10462,2014,5,10,21,76.0,98.0,26.0,93.0,1400.0,35.0,17.2,1010.5,6.1,0.0,SSE,2.0,Aotizhongxin,2014-05-10,Tinggi
10480,2014,5,11,15,10.0,10.0,2.0,20.0,700.0,99.0,14.1,996.7,9.5,0.0,NNW,1.7,Aotizhongxin,2014-05-11,Rendah
10481,2014,5,11,16,9.0,9.0,5.0,17.0,500.0,105.0,14.3,996.3,9.9,0.0,WSW,0.7,Aotizhongxin,2014-05-11,Rendah
10482,2014,5,11,17,9.0,9.0,5.0,22.0,500.0,97.0,13.9,995.9,10.1,0.0,SW,1.4,Aotizhongxin,2014-05-11,Rendah
10483,2014,5,11,18,10.0,13.0,5.0,31.0,500.0,85.0,13.3,995.9,10.7,0.0,SW,2.2,Aotizhongxin,2014-05-11,Rendah
10484,2014,5,11,19,13.0,20.0,4.0,37.0,600.0,73.0,12.8,995.7,10.9,0.0,SW,1.6,Aotizhongxin,2014-05-11,Rendah
10485,2014,5,11,20,20.0,34.0,3.0,44.0,600.0,65.0,12.5,996.0,10.9,0.0,SW,1.6,Aotizhongxin,2014-05-11,Rendah
10486,2014,5,11,21,24.0,30.0,3.0,39.0,500.0,60.0,12.2,995.7,10.9,0.0,SSW,1.4,Aotizhongxin,2014-05-11,Rendah
10487,2014,5,11,22,25.0,32.0,3.0,44.0,600.0,45.0,12.1,996.0,11.2,0.0,SW,1.2,Aotizhongxin,2014-05-11,Rendah
10488,2014,5,11,23,20.0,26.0,3.0,46.0,600.0,37.0,11.4,995.5,10.8,0.0,WSW,0.0,Aotizhongxin,2014-05-11,Rendah
